OBJECTID,* Damage,* Street Number,* Street Name,"* Street Type (e.g. road, drive, lane, etc.)",* City,State,Zip Code,* CAL FIRE Unit,County,Community,Incident Start Date,Hazard Type,Structure Defense Actions Taken,* Structure Type,Structure Category,# Units in Structure (if multi unit),* Roof Construction,* Eaves,* Vent Screen,* Exterior Siding,* Window Pane,* Deck/Porch On Grade,* Deck/Porch Elevated,* Patio Cover/Carport Attached to Structure,* Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure &gt; 120 SQFT,Assessed Improved Value (parcel),Year Built (parcel),Site Address (parcel),Latitude,Longitude
60534,Destroyed (>50%),0.0,Highway 175,,Unincorporated,CA,0.0,LNU,Lake,Anderson Springs,9/12/2015 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,209478.0,,19594 STATE HIGHWAY 175 MIDDLETOWN CA 95461,38.777561645598,-122.677346476195
70247,Destroyed (>50%),4352.0,Cavedale,Road,Unincorporated,CA,0.0,LNU,Napa,,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Screened,Combustible,Single Pane, , , ,,,,267960.0,1958.0,1500 LOKOYA RD,38.3637848273162,-122.448397077322
96837,No Damage,18536.0,Inskip View,Road,,CA,0.0,TGU,Tehama,,7/24/2024 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,0.0,Asphalt,Enclosed,Unknown,Vinyl,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,,,62072.0,1959.0,"18539 INSKIP VIEW RD, PAYNES CREEK, CA 96075",40.3334396,-121.9147523
5996,No Damage,60378.0,Highway 168,Other,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0, LAKESHORE CA 93634,37.2344867301682,-119.162613590589
67272,Destroyed (>50%),3740.0,Goat Ranch,Road,SOUTH LAKE,CA,0.0,KRN,Kern,South Lake ,6/24/2016 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Fire Resistant,,Unknown,Combustible,Unknown, , , ,,,,24397.0,,3740 GOAT RANCH RD SOUTH LAKE,35.627422558843,-118.370473235188
129087,Destroyed (>50%),16927.0,W Sunset,Boulevard,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,,,520992.0,1965.0,"16927 W SUNSET BLVD, PACIFIC PALISADES, CA 90272",34.0428051,-118.5473115
51446,Destroyed (>50%),11260.0,Quartz Hill ,Road,Unincorporated,CA,,SHU,Shasta,Redding ,7/23/2018 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,Wood,Combustible,No Fence,,,79059.0,1978.0,11260 QUARTZ HILL RD REDDING CA 96003,40.615597069098,-122.428222279683
80569,No Damage,19602.0,Us Highway 50,Other,Twin Bridges,CA,95735.0,AEU,El Dorado,Phillips ,8/14/2021 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,No Vents,Other,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,,<30',21303.0,,19602 US HIGHWAY 50 TWIN BRIDGES CA 95735,38.812679058875,-120.087138702648
122458,No Damage,1301.0,Lachman,Lane,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Combustible,,,1840259.0,1967.0,"1301 LACHMAN LN, PACIFIC PALISADES, CA 90272",34.0588337,-118.547113
117858,No Damage,1405.0,Valencia ,Avenue,Pasadena,CA,91104.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Tile,Unenclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,Non Combustible,,,34134.0,1927.0,"1405 VALENCIA AVE, PASADENA, CA 91104",34.1703731,-118.0997208
37153,Destroyed (>50%),558.0,Crestview ,Drive,Paradise Southwest B,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Non Combustible,,<30',98710.0,1954.0,558  CRESTWOOD DR   PARADISE CA 95969,39.76154738701,-121.63082190651
95277,No Damage,10525.0,Cohasset,Road,Cohasset,CA,95973.0,BTU,Butte,,7/24/2024 12:00:00 AM,Fire,Combination of Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,Combustible,,,394191.0,2006.0,"10525 COHASSET RD, COHASSET, CA 95973",39.9453041,-121.7236664
8174,No Damage,33827.0,Shaver Springs ,Road,,CA,0.0,FKU,Fresno,Auberry ,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,127230.0,1980.0,33827 SHAVER SPRINGS RD AUBERRY CA 93602,37.0450053951715,-119.376779946634
68107,Destroyed (>50%),5045.0,O'Donnell,Lane,Unincorporated,CA,0.0,LNU,Sonoma,Glenn Ellen,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,560687.0,1962.0,5045 O'DONNELL LN,38.3655218851945,-122.529066719592
115522,Destroyed (>50%),3268.0,Summit ,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,,97174.0,1948.0,"3268 SUMMIT AVE, ALTADENA, CA 91001",34.1985845,-118.1387994
8518,No Damage,40123.0,Mariposa Lily ,Lane,,CA,0.0,FKU,Fresno,,9/4/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,0.0,0.0,40145 MARIPOSA LILY LN  CA 93664,37.0620141809609,-119.331764829656
99113,No Damage,5920.0,North Greentree,Drive,Somis,CA,93066.0,VNC,Ventura,,11/6/2024 12:00:00 AM,Fire,,Multi Family Residence Single Story,Multiple Residence,3.0,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,659000.0,2000.0,"5920 N GREENTREE DR, SOMIS, CA 93066",34.2895982,-119.0004645
70951,Destroyed (>50%),6228.0,Hawver,Road,Mokelumne Hill,CA,95249.0,TCU,Calaveras,,9/9/2015 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,10000.0,,6228 HAWVER RD SAN ANDREAS CA 95249,38.2631768268449,-120.662187867388
33609,Destroyed (>50%),6294.0,Skyway,Other,Paradise Central Southwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,Unscreened,Combustible,Single Pane,No Deck/Porch,Masonry/Concrete,No Patio Cover/Carport,No Fence,,,229500.0,1961.0,6276  SKYWAY     PARADISE CA 95969,39.7565021800228,-121.625034655819
13644,No Damage,157.0,Knoll ,Place,,CA,,LNU,Napa,Saint  Helena ,9/27/2020 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Concrete,Unenclosed,No Vents,Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,Combustible,,<30',1186134.0,1966.0,157 KNOLL PL SAINT HELENA CA 94574,38.5208168714228,-122.469020342696
106620,No Damage,1865.0,El Molino,Avenue,Pasadena,CA,91104.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,No Vents,Stucco Brick Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,72653.0,1953.0,"1865 N EL MOLINO AVE, PASADENA, CA 91104",34.1778802,-118.1375136
65765,Destroyed (>50%),6952.0,Gobernador Canyon,Road,Unincorporated,CA,0.0,SBC,Santa Barbara,Carpinteria,12/4/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Unknown,Screened,Combustible,Multi Pane, , , ,,,,115433.0,0.0,"6952 GOBERNADOR CYN RD CARPINTERIA, CA 93013 3106",34.4100329019972,-119.464644442153
60684,Destroyed (>50%),2680.0,Highway 154,,Santa Barbara,CA,0.0,SBC,Santa Barbara,Santa Barbara County,7/8/2017 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Combustible,Unknown,Unknown,Combustible,Unknown, , , ,,,,1982573.0,,3200 HWY 154 SANTA BARBARA CA 93101,34.5595876822417,-119.944155549504
98935,No Damage,37.0,Panorama ,Road,Redlands,CA,92374.0,BDU,San Bernardino,,9/5/2024 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,Combustible,No Fence,,,0.0,0.0,"30 PANORAMA DR, REDLANDS, CA 92374",34.1969409,-117.1270767
80863,Destroyed (>50%),7701.0,Winding ,Way,Grizzly Flats,CA,95636.0,AEU,El Dorado,Capps Crossing,8/14/2021 12:00:00 AM,Fire,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,Unknown,Stucco Brick Cement,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,171666.0,,7701 WINDING WAY GRIZZLY FLATS CA 95636,38.642018978358,-120.513704734002
59391,Destroyed (>50%),3816.0,Clear Ridge,Road,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,371363.0,,3816 CLEAR RDG SANTA ROSA CA 95404,38.4802684913786,-122.700176541998
33801,Destroyed (>50%),6667.0,Nedry,Court,Paradise Northeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Metal,No Eaves,No Vents,Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,,<30',249096.0,1932.0,NULL  NULL    UNKNOWN CA 00000,39.7794080974114,-121.575640589597
107177,Destroyed (>50%),2045.0,Lake,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Commercial Building Single Story,Nonresidential Commercial,,Tile,Enclosed,No Vents,Stucco Brick Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,,,357399.0,1925.0,"2045 LAKE AVE, ALTADENA, CA 91001",34.1810227,-118.1320227
91569,No Damage,16811.0,State Highway 96,,Klamath River,CA,96050.0,SKU,Siskiyou,,7/29/2022 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Metal,No Eaves,"Mesh Screen <= 1/8""""",Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,88835.0,1940.0,16811 STATE HIGHWAY 96 KLAMATH RIVER 96050 CA,41.8698323,-122.81212246
82315,No Damage,7169.0,Sierra Pines,Road,Echo Lake,CA,95721.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,,315271.0,,7169 SIERRA PINES RD ECHO LAKE CA 95721,38.8093724104827,-120.107450606555
98798,No Damage,800.0,Swarthout Canyon,Road,Wrightwood,CA,92397.0,BDU,San Bernardino,,9/8/2024 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,Combustible,Combustible,,,691239.0,1988.0,"800 SWARTHOUT CANYON RD, WRIGHTWOOD, CA 92397",34.3662458,-117.6440231
67028,Destroyed (>50%),0.0,Highway 175,,Unincorporated,CA,0.0,LNU,Lake,,9/12/2015 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown, , , ,,,,225000.0,,11850 CASA GRANDE LN MIDDLETOWN CA 95461,38.7895069110217,-122.688031545732
67099,Destroyed (>50%),9458.0,Copsey Creek,Way,Lower Lake,CA,95457.0,LNU,Lake,,8/13/2016 12:00:00 AM,Fire,,Mobile Home Double Wide,Single Residence,,Fire Resistant,Unknown,Unknown,Fire Resistant,Single Pane, , , ,,,,24578.0,,9458 COPSEY CREEK WAY LOWER LAKE CA 95457 9713,38.9130230629083,-122.594056765346
10127,Destroyed (>50%),301.0,Deer Park,Road,Napa,CA,,LNU,Napa,,9/27/2020 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Tile,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,Wood,No Patio Cover/Carport,Non Combustible,,,294594.0,1969.0,301 DEER PARK RD SAINT HELENA CA 94574,38.5260306424265,-122.481207964921
41076,Destroyed (>50%),5474.0,Filbert,Street,Paradise Central Southwest A,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,,<30',200757.0,1979.0,5474  FILBERT ST   PARADISE CA 95969,39.7468924639597,-121.63383210623
121824,Destroyed (>50%),760.0,Swarthmore,Avenue,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Unknown,Unknown,Unknown,Stucco Brick Cement,Single Pane,Masonry/Concrete,Unknown,No Patio Cover/Carport,Combustible,,,153867.0,1950.0,"760 SWARTHMORE AVE, PACIFIC PALISADES, CA 90272",34.044228,-118.5264409
65732,Destroyed (>50%),11515.0,Vineyard Springs ,Lane,Unincorporated,CA,0.0,LNU,Sonoma,Riebli,10/8/2017 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Fire Resistant,Unknown,Unknown,Combustible,Unknown, , , ,,,,651777.0,,11511 VINEYARDS SPRING LN SANTA ROSA CA 95404,38.5526254840874,-122.687901069929
2327,Destroyed (>50%),328.0,Canfield ,Drive,,CA,0.0,BTU,Butte,,9/9/2020 12:00:00 AM,Fire,,Mobile Home Single Wide,Single Residence,0.0,Other,No Eaves,No Vents,Other,Single Pane,Wood,No Deck/Porch,Unknown,No Fence,,,0.0,0.0,No Address Available,39.5420068121969,-121.338809498185
52521,Destroyed (>50%),15491.0,W. Highway 299,,Unincorporated,CA,,SHU,Shasta,Shasta ,7/23/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,Unknown,Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,30-50',14396.0,1940.0,15491 W HIGHWAY 299 SHASTA CA 96087,40.5940430664572,-122.48647147714
28902,Destroyed (>50%),5675.0,Sawmill,Road,Paradise Central Southeast B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,135000.0,1955.0,5675  SAWMILL RD   PARADISE CA 95969,39.7532463082323,-121.589410856503
113151,Destroyed (>50%),234.0,W Las Flores,Drive,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,Unknown,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Stucco Brick Cement,Unknown,Masonry/Concrete,Unknown,Unknown,Unknown,,,114419.0,1960.0,"234 W LAS FLORES DR, ALTADENA, CA 91001",34.2005861,-118.1497335
124432,Destroyed (>50%),1103.0,Lachman ,Lane,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,No Eaves,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,386174.0,1962.0,"1103 LACHMAN LN, PACIFIC PALISADES, CA 90272",34.0550695,-118.5470826
66261,Destroyed (>50%),1185.0,Soda Canyon,Road,Unincorporated,CA,0.0,LNU,Napa,Napa,10/8/2017 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Fire Resistant,Enclosed,Unknown,Fire Resistant,Unknown, , , ,,,,358383.0,1959.0,1185 SODA CANYON RD,38.3646339950658,-122.285632320935
54438,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,52769.0,1963.0,6163 LOIS DR PARADISE CA 95969,39.7693688896297,-121.628231971917
40329,Destroyed (>50%),46.0,Wayland,Road,Paradise Central Southwest B,CA,,BTU,Butte,Paradise,11/8/2018 12:00:00 AM,Fire,Unknown,Single Family Residence Multi Story,Single Residence,,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Combustible,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,,,250000.0,2017.0,46  WAYLAND RD   PARADISE CA 95969,39.7262916983886,-121.654191491489
57525,No Damage,3435.0,Bonita Vista,Drive,Santa Rosa,CA,0.0,LNU,Sonoma,Fountaingrove,10/8/2017 12:00:00 AM,Fire,,School,Nonresidential Commercial,,Fire Resistant,Unenclosed,No Vents,Fire Resistant,Multi Pane, , , ,,,,1304142.0,,3435 BONITA VISTA DRIVE  *FIELD COLLECTED,38.4732093639631,-122.70053154991
106556,Destroyed (>50%),3269.0,Thurin,Avenue,Altadena,CA,91001.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Utility Misc Structure,Other Minor Structure,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No Fence,,,69894.0,1947.0,"3269 THURIN AVE, ALTADENA, CA 91001",34.2009178,-118.1553539
82125,No Damage,17621.0,Strawberry ,Lane,Twin Bridges,CA,95735.0,AEU,El Dorado,,8/14/2021 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,,,284691.0,,17621 STRAWBERRY LN TWIN BRIDGES CA 95735,38.7990745357547,-120.142373791815
123027,Destroyed (>50%),650.0,Hampden,Place,Pacific Palisades,CA,90272.0,LAC,Los Angeles,,1/7/2025 8:02:01 AM,Fire,,Single Family Residence Single Story,Single Residence,,Asphalt,Unknown,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,,,137751.0,1946.0,"650 HAMPDEN PL, PACIFIC PALISADES, CA 90272",34.0418169,-118.5271775
75017,No Damage,0.0,,,Unincorporated,CA,,LNU,Sonoma,,10/23/2019 12:00:00 AM,Fire,,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,,81433.0,0.0,1922 HIGHWAY 128 GEYSERVILLE CA 95441,38.7111949003583,-122.878449755957
78046,No Damage,1043.0,Golden Oak ,Court,Colfax,CA,95713.0,NEU,Placer,,8/4/2021 12:00:00 AM,Fire,,Single Family Residence Multi Story,Single Residence,,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Stucco Brick Cement,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,,,167892.0,,1043 GOLDEN OAK CT COLFAX CA 95713,39.1103284806707,-120.966222545043
19489,No Damage,7117.0,Pleasants Valley ,Road,,CA,,LNU,Solano,Vacaville,8/16/2020 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,,313849.0,1960.0,7117 PLEASANTS VALLEY RD VACAVILLE CA 95688,38.405885876807,-122.042897743123
55304,No Damage,,,,,CA,,BTU,Butte,,11/8/2018 12:00:00 AM,Fire,,Single Family Residence Single Story,Single Residence,, , , , , , , , ,,,,111144.0,1945.0,5182 FOSTER RD PARADISE CA 95969,39.7369244456266,-121.631485122802
